content,predicted_topic
slows down your phone by 7 seconds. shots off,0
"Broken now, does not work",0
Rated 4.3 for a reason,0
New update is absolutely horrible. Doesn't deserve your consideration at this point.,1
Crashes all the time. Sometimes while reading a review or while trying to search for a truck stop. Certainly a planned design flaw.,0
"Why this app doesn't show the recent weigh station updates?? It shows the updates from 2 days ago.. how are we supposed to help each other??? And what's the point of this app if doesn't have information we need??? Currently I am looking at the weigh station in Gallup New Mexico. It only shows the update someone left 2 days ago. Even though people do it people do it few times per hour. This blows. But you always on point with your ads, I guess this is all about ads for you, right?",2
"Guys don't forget your 7 days trial to cancel before due, they don't refund the $99.99 It's horrible.",0
It was working fine. But now that I updated it. It's not giving me the right location where I want to go.I'm putting in information for Maryland and it's taking me to Texas.,0
In order for me to get the complete information I need off of this app I have to pay for the service and I don't think that's right I want one that gives me all the information and tells me exactly how to go without charging me,0
"Major improvements have been made, less ads, still reliable when I need a truck stop, or to check weigh stations, or even truck GPS. Thanks for listening to your customers and removing those intrusive video ads. Still pop-ups while driving.",2
"So sad that you have to pay money to be able to see a trucker route, 99.99 a year and 299 dollars a year for diamond members, thats to much",0
constantly telling me there's an error and will not load anything.,0
After update app shows error all the time,3
"Crashes constantly, slow as can be, works when it wants to. Can't call anyone to assist. Uses A LOT of data and battery causes phone to get extremely hot. It's handy if it wants to work but that's a big if.",0
The app kept killing my phone.,0
"Off the bat you have to purchase this app before use. Judging by the reviews I'll pass 🙅‍♂️😆 How about you let the consumer try out the app before you go charging the consumer first before we even get a feel of it. Like I said, judging by the reviews I'll major pass on this app.",1
"This is your worst update ever. After trying to find a certain brand of TS. Can't figure out how to shut the filter off. So I can see all icons. The version with the tabs to see parking availability & weigh stations open or closed. Was by far the best version you have ever released. OLD:With more & more truckstops offering both paid & free parking. A 4th choice for parking is needed. ""only paid spaces left""",4
